ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarterly,quarterly_lower,quarterly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2016-01-22,1604.8527610559477,-1311.0877484288733,4205.174710389423,1604.8527610559477,1604.8527610559477,-206.90988362342577,-206.90988362342577,-206.90988362342577,115.19282654023107,115.19282654023107,115.19282654023107,414.2966882140781,414.2966882140781,414.2966882140781,-736.3993983777349,-736.3993983777349,-736.3993983777349,0.0,0.0,0.0,1397.942877432522
2016-01-23,1605.7301482882922,-1582.102162569082,3780.84715403055,1605.7301482882922,1605.7301482882922,-540.272692398867,-540.272692398867,-540.272692398867,130.36340932586023,130.36340932586023,130.36340932586023,19.504583822656418,19.504583822656418,19.504583822656418,-690.1406855473837,-690.1406855473837,-690.1406855473837,0.0,0.0,0.0,1065.457455889425
2016-01-24,1606.6075355206367,-1384.84189995225,3953.162039693724,1606.6075355206367,1606.6075355206367,-297.632730806118,-297.632730806118,-297.632730806118,139.84900982773468,139.84900982773468,139.84900982773468,205.66201359664043,205.66201359664043,205.66201359664043,-643.1437542304932,-643.1437542304932,-643.1437542304932,0.0,0.0,0.0,1308.9748047145188
2016-01-25,1607.484922752981,-1026.4803332405043,4114.47900426765,1607.484922752981,1607.484922752981,-41.417110312618945,-41.417110312618945,-41.417110312618945,145.06924696347087,145.06924696347087,145.06924696347087,410.58503208128263,410.58503208128263,410.58503208128263,-597.0713893573724,-597.0713893573724,-597.0713893573724,0.0,0.0,0.0,1566.067812440362
2016-01-28,1610.1170844500143,-1388.5154568475423,4169.227855636456,1610.1170844500143,1610.1170844500143,-173.85576203602864,-173.85576203602864,-173.85576203602864,146.96614950006372,146.96614950006372,146.96614950006372,159.2206111996257,159.2206111996257,159.2206111996257,-480.0425227357182,-480.0425227357182,-480.0425227357182,0.0,0.0,0.0,1436.2613224139857
2016-01-30,1611.8718589147034,-1262.7134544046946,3905.035777080059,1611.8718589147034,1611.8718589147034,-289.496065453753,-289.496065453753,-289.496065453753,124.16498748289833,124.16498748289833,124.16498748289833,19.50458382289622,19.50458382289622,19.50458382289622,-433.16563675954745,-433.16563675954745,-433.16563675954745,0.0,0.0,0.0,1322.3757934609503
2016-01-31,1612.7492461470476,-1341.0744112468128,4360.26595220788,1612.7492461470476,1612.7492461470476,-121.93257047199519,-121.93257047199519,-121.93257047199519,94.6114790537954,94.6114790537954,94.6114790537954,205.66201359611517,205.66201359611517,205.66201359611517,-422.20606312190574,-422.20606312190574,-422.20606312190574,0.0,0.0,0.0,1490.8166756750525
2016-02-01,1613.6266333793922,-1099.3761176914747,4517.757922368567,1613.6266333793922,1613.6266333793922,38.85436386891257,38.85436386891257,38.85436386891257,48.73067802780017,48.73067802780017,48.73067802780017,410.58503208178615,410.58503208178615,410.58503208178615,-420.46134624067366,-420.46134624067366,-420.46134624067366,0.0,0.0,0.0,1652.4809972483047
2016-02-02,1614.5040206117365,-1540.468452293125,3741.694744339925,1614.5040206117365,1614.5040206117365,-613.0697459994069,-613.0697459994069,-613.0697459994069,-13.181187925063423,-13.181187925063423,-13.181187925063423,-171.58788053285932,-171.58788053285932,-171.58788053285932,-428.30067754148405,-428.30067754148405,-428.30067754148405,0.0,0.0,0.0,1001.4342746123295
2016-02-03,1615.381407844081,-2340.2294965498263,2963.798038568791,1615.381407844081,1615.381407844081,-1570.2401258628306,-1570.2401258628306,-1570.2401258628306,-86.71923075239305,-86.71923075239305,-86.71923075239305,-1037.6810483790287,-1037.6810483790287,-1037.6810483790287,-445.839846731409,-445.839846731409,-445.839846731409,0.0,0.0,0.0,45.14128198125036
2016-02-04,1616.2587950764255,-1464.709480223284,3742.779505819828,1616.2587950764255,1616.2587950764255,-477.135919503763,-477.135919503763,-477.135919503763,-163.41789327099593,-163.41789327099593,-163.41789327099593,159.22061120028894,159.22061120028894,159.22061120028894,-472.93863743305576,-472.93863743305576,-472.93863743305576,0.0,0.0,0.0,1139.1228755726625
2016-02-05,1617.13618230877,-1465.7662809804162,3795.9084465927845,1617.13618230877,1617.13618230877,-326.95590465564476,-326.95590465564476,-326.95590465564476,-232.0483971083154,-232.0483971083154,-232.0483971083154,414.296688216085,414.296688216085,414.296688216085,-509.2041957634143,-509.2041957634143,-509.2041957634143,0.0,0.0,0.0,1290.1802776531254
2016-02-06,1618.0135695411143,-1956.9123214708636,3601.250943632211,1618.0135695411143,1618.0135695411143,-815.4893239152153,-815.4893239152153,-815.4893239152153,-280.99363383361117,-280.99363383361117,-280.99363383361117,19.50458382234533,19.50458382234533,19.50458382234533,-554.0002739039495,-554.0002739039495,-554.0002739039495,0.0,0.0,0.0,802.524245625899
2016-02-07,1618.890956773459,-1975.9367869631121,3732.306561145043,1618.890956773459,1618.890956773459,-701.9724623817312,-701.9724623817312,-701.9724623817312,-301.1723644492108,-301.1723644492108,-301.1723644492108,205.66201359569448,205.66201359569448,205.66201359569448,-606.4621115282149,-606.4621115282149,-606.4621115282149,0.0,0.0,0.0,916.9184943917278
2016-02-08,1619.768344005803,-1634.609024956015,3684.4736479792355,1619.768344005803,1619.768344005803,-543.6748455074203,-543.6748455074203,-543.6748455074203,-288.74329256077954,-288.74329256077954,-288.74329256077954,410.5850320814287,410.5850320814287,410.5850320814287,-665.5165850280692,-665.5165850280692,-665.5165850280692,0.0,0.0,0.0,1076.0934984983828
2016-02-09,1620.6457312381476,-2193.061077748275,3274.177604207025,1620.6457312381476,1620.6457312381476,-1148.2743360986394,-1148.2743360986394,-1148.2743360986394,-246.7793245051257,-246.7793245051257,-246.7793245051257,-171.5878805340238,-171.5878805340238,-171.5878805340238,-729.9071310594902,-729.9071310594902,-729.9071310594902,0.0,0.0,0.0,472.3713951395082
2016-02-11,1622.4005057028367,-1910.2412597766217,3424.872206389655,1622.4005057028367,1622.4005057028367,-829.133877265843,-829.133877265843,-829.133877265843,-119.42346922181206,-119.42346922181206,-119.42346922181206,159.22061119875988,159.22061119875988,159.22061119875988,-868.931019242791,-868.931019242791,-868.931019242791,0.0,0.0,0.0,793.2666284369936
2016-02-12,1623.277892935181,-1726.638619835872,3834.996207267539,1623.277892935181,1623.277892935181,-592.099055053088,-592.099055053088,-592.099055053088,-65.98329559739317,-65.98329559739317,-65.98329559739317,414.2966882151672,414.2966882151672,414.2966882151672,-940.4124476708618,-940.4124476708618,-940.4124476708618,0.0,0.0,0.0,1031.178837882093
2016-02-13,1624.1552801675257,-1997.6810048212017,3197.9873789695666,1624.1552801675257,1624.1552801675257,-1030.7593216297437,-1030.7593216297437,-1030.7593216297437,-39.26542121030511,-39.26542121030511,-39.26542121030511,19.504583821794412,19.504583821794412,19.504583821794412,-1010.998484241233,-1010.998484241233,-1010.998484241233,0.0,0.0,0.0,593.395958537782
2016-02-14,1625.03266739987,-2083.5281949096243,3540.1924463989903,1625.03266739987,1625.03266739987,-920.3760208524069,-920.3760208524069,-920.3760208524069,-47.02887993997731,-47.02887993997731,-47.02887993997731,205.6620135952738,205.6620135952738,205.6620135952738,-1079.0091545077034,-1079.0091545077034,-1079.0091545077034,0.0,0.0,0.0,704.6566465474631
2016-02-15,1625.9100546322143,-1765.1539637304352,3580.779271739964,1625.9100546322143,1625.9100546322143,-820.053021202715,-820.053021202715,-820.053021202715,-87.84673068140435,-87.84673068140435,-87.84673068140435,410.58503208107123,410.58503208107123,410.58503208107123,-1142.7913226023818,-1142.7913226023818,-1142.7913226023818,0.0,0.0,0.0,805.8570334294993
2016-02-16,1626.7874418645588,-2649.2691065144736,2771.2500963440857,1626.7874418645588,1626.7874418645588,-1522.9636312292562,-1522.9636312292562,-1522.9636312292562,-150.61968997258768,-150.61968997258768,-150.61968997258768,-171.58788053203637,-171.58788053203637,-171.58788053203637,-1200.7560607246319,-1200.7560607246319,-1200.7560607246319,0.0,0.0,0.0,103.8238106353026
2016-02-19,1629.4196035615923,-2268.609702174878,3168.7751420883546,1629.4196035615923,1629.4196035615923,-1182.0665444303843,-1182.0665444303843,-1182.0665444303843,-270.81197925292554,-270.81197925292554,-270.81197925292554,414.29668821521636,414.29668821521636,414.29668821521636,-1325.5512533926753,-1325.5512533926753,-1325.5512533926753,0.0,0.0,0.0,447.35305913120806
2016-02-20,1630.2969907939366,-2766.8639175448825,2898.5852696460975,1630.2969907939366,1630.2969907939366,-1552.8737637599756,-1552.8737637599756,-1552.8737637599756,-225.5447088209935,-225.5447088209935,-225.5447088209935,19.50458382240216,19.50458382240216,19.50458382240216,-1346.8336387613845,-1346.8336387613845,-1346.8336387613845,0.0,0.0,0.0,77.42322703396098
2016-02-21,1631.2514909332622,-2334.722060466392,2986.003144527846,1631.2514909332622,1631.2514909332622,-1276.3888390527422,-1276.3888390527422,-1276.3888390527422,-125.58595210038071,-125.58595210038071,-125.58595210038071,205.6620135947486,205.6620135947486,205.6620135947486,-1356.4649005471101,-1356.4649005471101,-1356.4649005471101,0.0,0.0,0.0,354.86265188051993
2016-02-22,1632.2059910725875,-2127.87015527314,3348.0078359324907,1632.2059910725875,1632.2059910725875,-924.6534454928359,-924.6534454928359,-924.6534454928359,18.64161676479285,18.64161676479285,18.64161676479285,410.58503208160306,410.58503208160306,410.58503208160306,-1353.8800943392318,-1353.8800943392318,-1353.8800943392318,0.0,0.0,0.0,707.5525455797516
2016-02-23,1633.1604912119128,-2512.846096977546,3262.380032026518,1633.1604912119128,1633.1604912119128,-1324.4463475419664,-1324.4463475419664,-1324.4463475419664,185.89494940883344,185.89494940883344,185.89494940883344,-171.58788053320075,-171.58788053320075,-171.58788053320075,-1338.7534164175993,-1338.7534164175993,-1338.7534164175993,0.0,0.0,0.0,308.71414366994645
2016-02-25,1635.069491490564,-1723.8574936306786,3683.2123737661054,1635.069491490564,1635.069491490564,-633.0438137913654,-633.0438137913654,-633.0438137913654,478.53331725918446,478.53331725918446,478.53331725918446,159.2206112012539,159.2206112012539,159.2206112012539,-1270.7977422518038,-1270.7977422518038,-1270.7977422518038,0.0,0.0,0.0,1002.0256776991985
2016-02-27,1636.9784917692145,-1773.6959449399744,3750.3222620838096,1636.9784917692145,1636.9784917692145,-570.0940343995844,-570.0940343995844,-570.0940343995844,565.2683970903123,565.2683970903123,565.2683970903123,19.50458382148335,19.50458382148335,19.50458382148335,-1154.8670153113799,-1154.8670153113799,-1154.8670153113799,0.0,0.0,0.0,1066.8844573696301
2016-02-28,1637.9329919085399,-1525.742575276179,4053.0888541984737,1637.9329919085399,1637.9329919085399,-359.74851268054334,-359.74851268054334,-359.74851268054334,515.220894986074,515.220894986074,515.220894986074,205.6620135954487,205.6620135954487,205.6620135954487,-1080.631421262066,-1080.631421262066,-1080.631421262066,0.0,0.0,0.0,1278.1844792279965
2016-02-29,1638.8874920478652,-1314.0925624621711,4171.107422091322,1638.8874920478652,1638.8874920478652,-165.30770086271022,-165.30770086271022,-165.30770086271022,420.9881604239245,420.9881604239245,420.9881604239245,410.5850320812456,410.5850320812456,410.5850320812456,-996.8808933678804,-996.8808933678804,-996.8808933678804,0.0,0.0,0.0,1473.579791185155
2016-03-01,1639.8419921871907,-1861.7984346442686,3614.550017222934,1639.8419921871907,1639.8419921871907,-767.5402820956798,-767.5402820956798,-767.5402820956798,308.88304162260766,308.88304162260766,308.88304162260766,-171.58788053393457,-171.58788053393457,-171.58788053393457,-904.8354431843528,-904.8354431843528,-904.8354431843528,0.0,0.0,0.0,872.3017100915109
2016-03-03,1641.7509924658414,-1442.2714265265479,3929.465985616963,1641.7509924658414,1641.7509924658414,-396.3540597872923,-396.3540597872923,-396.3540597872923,145.86076453468854,145.86076453468854,145.86076453468854,159.2206111969487,159.2206111969487,159.2206111969487,-701.4354355189296,-701.4354355189296,-701.4354355189296,0.0,0.0,0.0,1245.396932678549
2016-03-04,1642.7054926051671,-1067.095614481246,4265.905671854459,1642.7054926051671,1642.7054926051671,-41.64627113864612,-41.64627113864612,-41.64627113864612,137.18226501864535,137.18226501864535,137.18226501864535,414.2966882148186,414.2966882148186,414.2966882148186,-593.12522437211,-593.12522437211,-593.12522437211,0.0,0.0,0.0,1601.059221466521
2016-03-05,1643.6599927444922,-1422.6603351532892,4309.895386977299,1643.6599927444922,1643.6599927444922,-277.76998217484197,-277.76998217484197,-277.76998217484197,185.26952597026846,185.26952597026846,185.26952597026846,19.504583822091075,19.504583822091075,19.504583822091075,-482.54409196720144,-482.54409196720144,-482.54409196720144,0.0,0.0,0.0,1365.8900105696503
2016-03-06,1644.6144928838175,-765.759915035137,4395.258942808103,1644.6144928838175,1644.6144928838175,113.19859153714127,113.19859153714127,113.19859153714127,278.8604285963826,278.8604285963826,278.8604285963826,205.66201359614882,205.66201359614882,205.66201359614882,-371.3238506553902,-371.3238506553902,-371.3238506553902,0.0,0.0,0.0,1757.8130844209588
2016-03-07,1645.5689930231429,-435.9182045187924,4934.128790536597,1645.5689930231429,1645.5689930231429,544.8523702682577,544.8523702682577,544.8523702682577,395.34788936162465,395.34788936162465,395.34788936162465,410.5850320808881,410.5850320808881,410.5850320808881,-261.0805511742551,-261.0805511742551,-261.0805511742551,0.0,0.0,0.0,2190.4213632914007
2016-03-08,1646.5234931624684,-1009.5002595967904,4544.980129894203,1646.5234931624684,1646.5234931624684,181.0991593356262,181.0991593356262,181.0991593356262,506.0696256467183,506.0696256467183,506.0696256467183,-171.58788053280847,-171.58788053280847,-171.58788053280847,-153.38258577828367,-153.38258577828367,-153.38258577828367,0.0,0.0,0.0,1827.6226524980946
2016-03-09,1647.4779933017937,-1575.6471959857895,3910.7131092705176,1647.4779933017937,1647.4779933017937,-504.52505541127505,-504.52505541127505,-504.52505541127505,582.8766054608787,582.8766054608787,582.8766054608787,-1037.6810483790387,-1037.6810483790387,-1037.6810483790387,-49.72061249311513,-49.72061249311513,-49.72061249311513,0.0,0.0,0.0,1142.9529378905186
2016-03-10,1648.4324934411193,-128.09633717800796,5072.813673331544,1648.4324934411193,1648.4324934411193,812.1471055309905,812.1471055309905,812.1471055309905,604.406445049298,604.406445049298,604.406445049298,159.22061119702823,159.22061119702823,159.22061119702823,48.520049284664225,48.520049284664225,48.520049284664225,0.0,0.0,0.0,2460.57959897211
2016-03-11,1649.3869935804446,113.84866200555994,5707.94847195098,1649.3869935804446,1649.3869935804446,1114.993071546872,1114.993071546872,1114.993071546872,560.6124070320875,560.6124070320875,560.6124070320875,414.2966882148675,414.2966882148675,414.2966882148675,140.08397629991686,140.08397629991686,140.08397629991686,0.0,0.0,0.0,2764.380065127317
2016-03-12,1650.34149371977,-353.580656383261,5198.859933754842,1650.34149371977,1650.34149371977,697.9432336452711,697.9432336452711,697.9432336452711,454.5719858142247,454.5719858142247,454.5719858142247,19.504583821540166,19.504583821540166,19.504583821540166,223.8666640095063,223.8666640095063,223.8666640095063,0.0,0.0,0.0,2348.284727365041
2016-03-13,1651.2959938590955,-448.8145159611861,5114.74122328676,1651.2959938590955,1651.2959938590955,805.8833307372034,805.8833307372034,805.8833307372034,301.2896931574685,301.2896931574685,301.2896931574685,205.6620135957281,205.6620135957281,205.6620135957281,298.93162398400676,298.93162398400676,298.93162398400676,0.0,0.0,0.0,2457.179324596299
2016-03-14,1652.2504939984208,-84.860510074946,5188.734175474168,1652.2504939984208,1652.2504939984208,899.0433620863218,899.0433620863218,899.0433620863218,123.93505865156817,123.93505865156817,123.93505865156817,410.5850320818363,410.5850320818363,410.5850320818363,364.5232713529175,364.5232713529175,364.5232713529175,0.0,0.0,0.0,2551.2938560847424
2016-03-15,1653.204994137746,-871.0838047865923,4585.988094192021,1653.204994137746,1653.204994137746,197.02423452925365,197.02423452925365,197.02423452925365,-51.46331267574996,-51.46331267574996,-51.46331267574996,-171.58788053354218,-171.58788053354218,-171.58788053354218,420.0754277385457,420.0754277385457,420.0754277385457,0.0,0.0,0.0,1850.2292286669997
2016-03-17,1655.1139944163967,-872.288076405925,4718.915174145026,1655.1139944163967,1655.1139944163967,348.8628102047739,348.8628102047739,348.8628102047739,-310.12132454759285,-310.12132454759285,-310.12132454759285,159.2206111982752,159.2206111982752,159.2206111982752,499.7635235540915,499.7635235540915,499.7635235540915,0.0,0.0,0.0,2003.9768046211707
2016-03-18,1656.0684945557223,-440.82740941111103,4825.595407728268,1656.0684945557223,1656.0684945557223,567.3924302093463,567.3924302093463,567.3924302093463,-370.63306293559424,-370.63306293559424,-370.63306293559424,414.2966882149167,414.2966882149167,414.2966882149167,523.728804930024,523.728804930024,523.728804930024,0.0,0.0,0.0,2223.4609247650687
2016-03-19,1657.0229946950478,-1021.739469976557,4602.413257741791,1657.0229946950478,1657.0229946950478,170.46871653837655,170.46871653837655,170.46871653837655,-386.3359881618693,-386.3359881618693,-386.3359881618693,19.504583822938624,19.504583822938624,19.504583822938624,537.3001208773072,537.3001208773072,537.3001208773072,0.0,0.0,0.0,1827.4917112334244
2016-03-20,1657.9774948343731,-739.9544664370745,4730.735532738504,1657.9774948343731,1657.9774948343731,378.22940319786704,378.22940319786704,378.22940319786704,-368.2667301758983,-368.2667301758983,-368.2667301758983,205.6620135950984,205.6620135950984,205.6620135950984,540.8341197786668,540.8341197786668,540.8341197786668,0.0,0.0,0.0,2036.2068980322401
2016-03-21,1658.9319949736987,-350.8628434546503,4972.685534378512,1658.9319949736987,1658.9319949736987,613.6466187348238,613.6466187348238,613.6466187348238,-331.77818669807147,-331.77818669807147,-331.77818669807147,410.5850320806178,410.5850320806178,410.5850320806178,534.8397733522776,534.8397733522776,534.8397733522776,0.0,0.0,0.0,2272.5786137085224
2016-03-22,1659.886495113024,-955.4506750557015,4554.618652308834,1659.886495113024,1659.886495113024,55.79468520169325,55.79468520169325,55.79468520169325,-292.57766658090975,-292.57766658090975,-292.57766658090975,-171.58788053427597,-171.58788053427597,-171.58788053427597,519.960232316879,519.960232316879,519.960232316879,0.0,0.0,0.0,1715.6811803147173
2016-03-24,1661.7954953916746,-786.8146057453833,4644.844185781986,1661.7954953916746,1661.7954953916746,374.9382816662551,374.9382816662551,374.9382816662551,-250.94790163509586,-250.94790163509586,-250.94790163509586,159.22061119732987,159.22061119732987,159.22061119732987,466.665572104021,466.665572104021,466.665572104021,0.0,0.0,0.0,2036.7337770579297
2016-03-25,1662.749995531,-487.32693136198674,5068.70387112407,1662.749995531,1662.749995531,587.5465103954916,587.5465103954916,587.5465103954916,-256.76762693416373,-256.76762693416373,-256.76762693416373,414.2966882144698,414.2966882144698,414.2966882144698,430.01744911518557,430.01744911518557,430.01744911518557,0.0,0.0,0.0,2250.2965059264916
2016-03-26,1663.7044956703253,-827.6972603497101,4510.390862027055,1663.7044956703253,1663.7044956703253,131.012885250367,131.012885250367,131.012885250367,-276.46365433929293,-276.46365433929293,-276.46365433929293,19.5045838223877,19.5045838223877,19.5045838223877,387.9719557672721,387.9719557672721,387.9719557672721,0.0,0.0,0.0,1794.7173809206922
2016-03-27,1664.658995809651,-793.4967441098502,4691.309545299028,1664.658995809651,1664.658995809651,244.8164395615046,244.8164395615046,244.8164395615046,-302.36120871963715,-302.36120871963715,-302.36120871963715,205.6620135946777,205.6620135946777,205.6620135946777,341.51563468646407,341.51563468646407,341.51563468646407,0.0,0.0,0.0,1909.4754353711558
2016-03-28,1665.6134959489764,-829.8344275213204,4513.15765791498,1665.6134959489764,1665.6134959489764,376.5301115805362,376.5301115805362,376.5301115805362,-325.69039825870317,-325.69039825870317,-325.69039825870317,410.5850320811213,410.5850320811213,410.5850320811213,291.63547775811793,291.63547775811793,291.63547775811793,0.0,0.0,0.0,2042.1436075295126
2016-03-29,1666.5679960883017,-1337.15345208218,4031.044368995585,1666.5679960883017,1666.5679960883017,-271.0656631480277,-271.0656631480277,-271.0656631480277,-338.7757374541865,-338.7757374541865,-338.7757374541865,-171.58788053500973,-171.58788053500973,-171.58788053500973,239.29795484116866,239.29795484116866,239.29795484116866,0.0,0.0,0.0,1395.502332940274
2016-03-30,1667.5224962276272,-2099.271573860102,3095.1919897361054,1667.5224962276272,1667.5224962276272,-1188.8495364960252,-1188.8495364960252,-1188.8495364960252,-336.5983077682488,-336.5983077682488,-336.5983077682488,-1037.6810483790987,-1037.6810483790987,-1037.6810483790987,185.42981965132225,185.42981965132225,185.42981965132225,0.0,0.0,0.0,478.6729597316021
2016-03-31,1668.4769963669523,-1093.4868596620076,4288.0135072936955,1668.4769963669523,1668.4769963669523,-27.37428563716777,-27.37428563716777,-27.37428563716777,-317.4959944769217,-317.4959944769217,-317.4959944769217,159.22061119799315,159.22061119799315,159.22061119799315,130.9010976417608,130.9010976417608,130.9010976417608,0.0,0.0,0.0,1641.1027107297846
2016-04-01,1669.4314965062777,-750.6309739875859,4569.756861386359,1669.4314965062777,1669.4314965062777,207.78603601200544,207.78603601200544,207.78603601200544,-283.0212383924213,-283.0212383924213,-283.0212383924213,414.29668821548586,414.29668821548586,414.29668821548586,76.51058618894092,76.51058618894092,76.51058618894092,0.0,0.0,0.0,1877.2175325182832
2016-04-02,1670.3859966456032,-1317.4990283767531,4171.700245279947,1670.3859966456032,1670.3859966456032,-194.69373286222836,-194.69373286222836,-194.69373286222836,-237.1724329421191,-237.1724329421191,-237.1724329421191,19.504583821836817,19.504583821836817,19.504583821836817,22.974116258053844,22.974116258053844,22.974116258053844,0.0,0.0,0.0,1475.6922637833748
2016-04-03,1671.3404967849285,-1048.988136965065,4341.796455187723,1671.3404967849285,1671.3404967849285,-8.734069603715914,-8.734069603715914,-8.734069603715914,-185.31182257654376,-185.31182257654376,-185.31182257654376,205.66201359649858,205.66201359649858,205.66201359649858,-29.084260623670737,-29.084260623670737,-29.084260623670737,0.0,0.0,0.0,1662.6064271812127
2016-04-04,1672.2949969242538,-1063.807875941174,4613.109517131749,1672.2949969242538,1672.2949969242538,198.37329897708045,198.37329897708045,198.37329897708045,-133.0736497834242,-133.0736497834242,-133.0736497834242,410.5850320820696,410.5850320820696,410.5850320820696,-79.13808332156498,-79.13808332156498,-79.13808332156498,0.0,0.0,0.0,1870.6682959013342
2016-04-05,1673.2494970635796,-1472.4622838164908,3757.8301510020874,1673.2494970635796,1673.2494970635796,-383.82752763229604,-383.82752763229604,-383.82752763229604,-85.47834755816787,-85.47834755816787,-85.47834755816787,-171.58788053388363,-171.58788053388363,-171.58788053388363,-126.7612995402445,-126.7612995402445,-126.7612995402445,0.0,0.0,0.0,1289.4219694312835
2016-04-06,1674.2293050147014,-2100.428232835918,3171.530861134098,1674.2293050147014,1674.2293050147014,-1255.6571326224189,-1255.6571326224189,-1255.6571326224189,-46.34789972884256,-46.34789972884256,-46.34789972884256,-1037.6810483793633,-1037.6810483793633,-1037.6810483793633,-171.62818451421293,-171.62818451421293,-171.62818451421293,0.0,0.0,0.0,418.5721723922825
2016-04-07,1675.2091129658231,-1057.5131074435126,4217.68931554935,1675.2091129658231,1675.2091129658231,-72.30115075695875,-72.30115075695875,-72.30115075695875,-18.011231469773413,-18.011231469773413,-18.011231469773413,159.22061119924015,159.22061119924015,159.22061119924015,-213.5105304864255,-213.5105304864255,-213.5105304864255,0.0,0.0,0.0,1602.9079622088643
2016-04-08,1676.1889209169453,-812.8836239689323,4539.825314861082,1676.1889209169453,1676.1889209169453,160.79563717561402,160.79563717561402,160.79563717561402,-1.2287031877856387,-1.2287031877856387,-1.2287031877856387,414.29668821456806,414.29668821456806,414.29668821456806,-252.2723478511684,-252.2723478511684,-252.2723478511684,0.0,0.0,0.0,1836.9845580925594
2016-04-09,1677.168728868067,-1360.688737643873,3972.971315896976,1677.168728868067,1677.168728868067,-263.6173150363468,-263.6173150363468,-263.6173150363468,4.74048107151392,4.74048107151392,4.74048107151392,19.50458382128591,19.50458382128591,19.50458382128591,-287.8623799291466,-287.8623799291466,-287.8623799291466,0.0,0.0,0.0,1413.5514138317203
2016-04-10,1678.1485368191888,-1116.800067130804,4172.748258749061,1678.1485368191888,1678.1485368191888,-112.67259202928108,-112.67259202928108,-112.67259202928108,1.9701780316950699,1.9701780316950699,1.9701780316950699,205.66201359485254,205.66201359485254,205.66201359485254,-320.30478365582866,-320.30478365582866,-320.30478365582866,0.0,0.0,0.0,1565.4759447899078
2016-04-12,1680.1081527214328,-1610.450270759195,3845.5785841597713,1680.1081527214328,1680.1081527214328,-564.3191376609409,-564.3191376609409,-564.3191376609409,-16.57645844679963,-16.57645844679963,-16.57645844679963,-171.58788053418667,-171.58788053418667,-171.58788053418667,-376.1547986799547,-376.1547986799547,-376.1547986799547,0.0,0.0,0.0,1115.789015060492
2016-04-13,1681.0879606725548,-2557.900039407824,2860.3684254780724,1681.0879606725548,1681.0879606725548,-1462.1841767028175,-1462.1841767028175,-1462.1841767028175,-24.616906732325976,-24.616906732325976,-24.616906732325976,-1037.6810483791335,-1037.6810483791335,-1037.6810483791335,-399.886221591358,-399.886221591358,-399.886221591358,0.0,0.0,0.0,218.90378396973733
2016-04-14,1682.0677686236768,-913.8988779156815,4265.800672911533,1682.0677686236768,1682.0677686236768,-288.96387354758326,-288.96387354758326,-288.96387354758326,-27.09179053102524,-27.09179053102524,-27.09179053102524,159.22061119931965,159.22061119931965,159.22061119931965,-421.09269421587777,-421.09269421587777,-421.09269421587777,0.0,0.0,0.0,1393.1038950760935
2016-04-15,1683.0475765747988,-1047.6117085871717,4355.986714553736,1683.0475765747988,1683.0475765747988,-47.39915990804807,-47.39915990804807,-47.39915990804807,-21.695969035416443,-21.695969035416443,-21.695969035416443,414.29668821412105,414.29668821412105,414.29668821412105,-439.9998790867527,-439.9998790867527,-439.9998790867527,0.0,0.0,0.0,1635.6484166667508
2016-04-16,1684.0273845259208,-1298.8629184566648,3799.097370866581,1684.0273845259208,1684.0273845259208,-445.05437051946296,-445.05437051946296,-445.05437051946296,-7.721588978336118,-7.721588978336118,-7.721588978336118,19.504583822684417,19.504583822684417,19.504583822684417,-456.83736536381116,-456.83736536381116,-456.83736536381116,0.0,0.0,0.0,1238.9730140064578
2016-04-17,1685.0071924770427,-1382.9058514594908,3961.6118837662143,1685.0071924770427,1685.0071924770427,-252.38676593116693,-252.38676593116693,-252.38676593116693,13.779199831914449,13.779199831914449,13.779199831914449,205.66201359555274,205.66201359555274,205.66201359555274,-471.82797935863414,-471.82797935863414,-471.82797935863414,0.0,0.0,0.0,1432.6204265458757
2016-04-18,1685.9870004281645,-925.5313700260298,4503.817534599825,1685.9870004281645,1685.9870004281645,-34.36230105341985,-34.36230105341985,-34.36230105341985,40.23105662295718,40.23105662295718,40.23105662295718,410.58503208221566,410.58503208221566,410.58503208221566,-485.1783897585927,-485.1783897585927,-485.1783897585927,0.0,0.0,0.0,1651.6246993747448
2016-04-19,1686.9668083792865,-1595.3169960975738,3787.682522020307,1686.9668083792865,1686.9668083792865,-600.5028730763668,-600.5028730763668,-600.5028730763668,68.156267674133,68.156267674133,68.156267674133,-171.5878805353511,-171.5878805353511,-171.5878805353511,-497.07126021514864,-497.07126021514864,-497.07126021514864,0.0,0.0,0.0,1086.4639353029197
2016-04-21,1688.9264242815302,-1152.3836344033484,4128.303726635314,1688.9264242815302,1688.9264242815302,-242.6467932923619,-242.6467932923619,-242.6467932923619,115.19282654023553,115.19282654023553,115.19282654023553,159.22061119837434,159.22061119837434,159.22061119837434,-517.0602310309717,-517.0602310309717,-517.0602310309717,0.0,0.0,0.0,1446.2796309891683
2016-04-22,1689.9062322326524,-1180.007801788703,4162.477997556255,1689.9062322326524,1689.9062322326524,19.30403782994294,19.30403782994294,19.30403782994294,130.36340932581646,130.36340932581646,130.36340932581646,414.2966882141701,414.2966882141701,414.2966882141701,-525.3560597100437,-525.3560597100437,-525.3560597100437,0.0,0.0,0.0,1709.2102700625953
